"","Heritability","Male Insecticide Exposure","Female Insecticide Exposure","Fitness Cost","Intervention Coverage","Dispersal"
"1",0.225487641784619,0.188646407548757,0.585631739502959,0.0144075071292664,0.548330500510074,0.413297084332481
"2",0.293062879136449,0.462875773746334,0.765203281741426,0.0940601006617169,0.715631110237539,0.160167125416175
"3",0.287268071622693,0.606618256398058,0.453141910788766,0.0741648183263382,0.528375411858093,0.740911059852317
"4",0.244411206452735,0.643132640141482,0.410134469152754,0.123390692341882,0.711061175816078,0.301523160667159
"5",0.244995354872185,0.684477904913761,0.531601600517472,0.134215855492499,0.790169712357074,0.215289327870533
"6",0.201906020400499,0.0359719938760623,0.672278609537101,0.0486826280645472,0.79937858262457,0.827055724313483
"7",0.0808058317360119,0.768324464836624,0.689540273451223,0.149194942284726,0.567832797047421,0.815495818574615
"8",0.227965509084542,0.178428880104376,0.581701926639955,0.0831502688778024,0.813819937822186,0.143963507476524
"9",0.184850665740459,0.127686319777928,0.600793585679634,0.0362135156223704,0.537404219444841,0.260717760868296
"10",0.137123061599536,0.246867011903087,0.785416340981983,0.0213500729528838,0.813956513725203,0.693383384636529
"11",0.0665809554163599,0.0992740317537449,0.665508395420108,0.0957860372257102,0.821558931091186,0.176635650124326
"12",0.264540047336684,0.584115007391479,0.784308409723244,0.15616597194456,0.750753910075538,0.798215169108659
"13",0.073960869730229,0.488405550111178,0.622688147728983,0.0909384037239598,0.844053730486371,0.121400644986555
"14",0.0543319486974506,0.0941820544701535,0.845430508842645,0.0379612025052062,0.742395389321484,0.393955287138633
"15",0.193157738633326,0.245393755030772,0.602508201549598,0.127094305147831,0.731115468701497,0.570149519702941
"16",0.194260311976681,0.699522689188505,0.442768353789649,0.0682828071250184,0.807901495829187,0.152369132891186
"17",0.0732803376615513,0.835733150451072,0.589878820064827,0.112021712930873,0.706740929610506,0.411118205759376
"18",0.15199493812609,0.00226658820067532,0.646411189644458,0.108722991653926,0.78612338347517,0.733290678881407
"19",0.0617837404458434,0.634858781595947,0.440510976728285,0.188692121197118,0.509346040297151,0.298871993187852
"20",0.174320744048874,0.654309382155072,0.870309703332628,0.035930191564146,0.53581293483993,0.697868356635384
"21",0.0551928794949199,0.34747884334675,0.50824716397936,0.0848031657458753,0.709265355292261,0.524544263451956
"22",0.137281157051993,0.508916959846439,0.610858358899248,0.14474106429296,0.569137433361616,0.890163678997047
"23",0.16943557754847,0.234835247700242,0.513763897442352,0.141070977437468,0.835801085426155,0.312960940329581
"24",0.212189062942041,0.379367743736831,0.406670579524455,0.0784894066344337,0.579767185516525,0.191790210424475
"25",0.207820095208986,0.711893642306095,0.57860546820967,0.0353114642526717,0.851452407488301,0.592143090812489
"26",0.0923159814579762,0.934803873225907,0.592386230454594,0.0694590299974703,0.584874352450054,0.280643837451004
"27",0.11435394818018,0.404427350736223,0.597136547496938,0.185688828507398,0.552542247353103,0.814614502963536
"28",0.0571350024650921,0.403282891497947,0.896039936713828,0.123005449919065,0.598762284152787,0.776694154665619
"29",0.183760413410759,0.405725813218951,0.569171007803339,0.0180741961534428,0.747259567647856,0.789560485521294
"30",0.122205135937349,0.509343240055442,0.882151615054999,0.0372102783391993,0.743702152882069,0.604494788557738
"31",0.194375222174393,0.0782167195282411,0.618784033484524,0.0140037458999553,0.694337318165917,0.506152408593148
"32",0.193039479816193,0.225815530364495,0.442905581662664,0.0998929878140492,0.605116695054267,0.801183976649456
"33",0.130923665947129,0.631062413883256,0.60990750270749,0.0681467752816472,0.818038160907961,0.790130034834892
"34",0.268958918170631,0.309159588467749,0.719200826156209,0.110719684387043,0.854855724993423,0.277801804438196
"35",0.0664605708210729,0.885590886657033,0.588950506256637,0.018867817918431,0.681499790800493,0.812167838453501
"36",0.144090091715544,0.755614185505314,0.49034332243281,0.129582676830697,0.688673583827801,0.246737445084304
"37",0.0564639614166226,0.792848834895343,0.886291206401843,0.131461505421534,0.619740804597847,0.536544758541919
"38",0.219103672962694,0.538717999440478,0.572953062353842,0.0290562755771088,0.669466631268226,0.649224611377083
"39",0.131297149168036,0.815194077557838,0.583612481582584,0.118025780446204,0.528952999086306,0.105569355578162
"40",0.117376711272437,0.717034188528918,0.647257619860861,0.0281004246033519,0.630935520350952,0.31432891853381
"41",0.298788357216795,0.989767553044483,0.811089969573612,0.0405621846071081,0.75291036834592,0.824962210857309
"42",0.294884220603807,0.307148447617004,0.522689695116575,0.157972578366262,0.641452849625684,0.113483262564503
"43",0.103505244493426,0.357147065408668,0.40424585768017,0.0522485451487293,0.71940710380571,0.596068799644038
"44",0.103312022518052,0.0300656517002732,0.688102488911175,0.0966370435142284,0.703454085059129,0.326052065495849
"45",0.168021863308235,0.231447664667154,0.800495110914437,0.094519999936189,0.686699959969465,0.775648532257713
"46",0.174585613972705,0.656361423172895,0.576241773425066,0.0999751323742992,0.524700094273482,0.836844765260257
"47",0.0821946847742656,0.129063183038309,0.868616727828234,0.186596710419881,0.864670962008554,0.690132715652101
"48",0.0789093069641036,0.445226223605452,0.466818701939518,0.0841168503160844,0.512775115557387,0.840543043494672
"49",0.23412446722819,0.938457176025491,0.705139200293831,0.073498893039058,0.549428728403393,0.347593499961197
"50",0.0919657888984424,0.508501518442389,0.886073022222728,0.109064505346501,0.84361585135702,0.740584943044111
"51",0.171822558701376,0.165584822066873,0.424384632454137,0.0526917789937072,0.750668944301605,0.61181510098815
"52",0.172973231086985,0.330659124805685,0.540962633886235,0.170038316869459,0.862338006269373,0.264836317644231
"53",0.236393136475154,0.3657916517857,0.707901925688726,0.100067590846591,0.532643423975017,0.220423524378315
"54",0.213705639457854,0.703140289088851,0.880949273383035,0.0189552639446575,0.651654490993265,0.24845337131016
"55",0.187071322488738,0.348231585993338,0.755574367190176,0.192005981046926,0.776066311187185,0.547658806954585
"56",0.242812394027517,0.774025687094498,0.833894315672689,0.189796091883241,0.772497108654473,0.326482749336883
"57",0.298005203122692,0.258612827842869,0.474752286999743,0.141904831988404,0.544431039068624,0.465256822785735
"58",0.194871485960856,0.692126099294471,0.536105630329507,0.147213888044349,0.876047635613754,0.400890842575766
"59",0.171157513845072,0.30922617023252,0.402629807472532,0.17597110512132,0.836447373567726,0.256226844915301
"60",0.17881989456513,0.7193274839608,0.544335653430689,0.181841720185387,0.565235899922345,0.194686434379891
"61",0.275906405431963,0.903534076042473,0.63533472401367,0.181068939242325,0.698021089983899,0.49686066757571
"62",0.101949556838209,0.0973947794687469,0.522847011790867,0.160075481888119,0.649792382709067,0.695028165152483
"63",0.0638529389835079,0.24652357540084,0.858442794110719,0.1160548950143,0.601710244406182,0.622252020994611
"64",0.202635585920396,0.660150676341401,0.685744711194676,0.0546377266493281,0.68452721265953,0.187036418646798
"65",0.137687511614629,0.278070512210205,0.538198226905637,0.0192393629666534,0.728730538587999,0.565388143698424
"66",0.279743000483245,0.276116038702708,0.455800713892328,0.022761371911726,0.545849398408737,0.189974494910948
"67",0.206616632069659,0.73455081870677,0.667256811147486,0.0894708511427003,0.5338282146433,0.267842745379396
"68",0.0911750591606484,0.936856061711675,0.406456809756625,0.165187890909085,0.609563808394317,0.183936364594735
"69",0.264633641494205,0.105473199987179,0.618142356274929,0.157618686602428,0.665193359799478,0.746700278024375
"70",0.0727235827156808,0.314744199292408,0.733453740262263,0.0276791138000335,0.654353282666169,0.238537824381404
"71",0.284196520866791,0.270665833819238,0.434021713774907,0.094104857650883,0.869898193584122,0.448014258700907
"72",0.252686172319506,0.255551961432025,0.594318643762125,0.185617006641752,0.830775145993531,0.396329564943239
"73",0.28162278276392,0.30499031405081,0.665216957823909,0.0718486688977401,0.573877746375017,0.834948406874649
"74",0.276339854938176,0.447735417388426,0.45605138007917,0.149120723371904,0.825043567218352,0.713714312022664
"75",0.245591820809804,0.368992009718483,0.746772013049689,0.0854259974696464,0.507524971862957,0.261461271845773
"76",0.192726671348361,0.275614174372843,0.470755443320121,0.0984107696725698,0.895295293960478,0.242064332485013
"77",0.0924463267302839,0.0676055919101927,0.653863499469892,0.0803638682316909,0.695561980718635,0.775337112844661
"78",0.077203879523545,0.494643458630145,0.627385794935911,0.0968167495717145,0.551028911566511,0.258130792026036
"79",0.255103881221917,0.875104168275697,0.662730065600178,0.121869359578419,0.705908540428635,0.586394465973936
"80",0.16178972172552,0.595350077283336,0.833607286163396,0.0677011299013952,0.757180966466442,0.174787106068581
"81",0.167559628776531,0.921139201150136,0.454052215887466,0.0482286198844756,0.668725821668245,0.642782625959702
"82",0.089318729352951,0.21346725486028,0.800188761887793,0.18587047385062,0.52673853505373,0.302871652607694
"83",0.265089008674177,0.409490150245558,0.429190449905512,0.134606272098965,0.794440613602195,0.102091564029716
"84",0.116978979037004,0.678173497974873,0.732541623571958,0.121308959460875,0.710726720002666,0.455227176338621
"85",0.128745631509554,0.549031288452493,0.837855079805036,0.166533540297265,0.864052216962408,0.137462380971052
"86",0.201263317856332,0.437631707407488,0.556776502744504,0.112984118171525,0.815291856779717,0.570668260616437
"87",0.289631609974592,0.957499801395368,0.592161163490498,0.0754170296298829,0.839515524596945,0.758055987821333
"88",0.238712672603852,0.552024519517925,0.425920661992184,0.146750767336613,0.791218437403701,0.288493121382259
"89",0.271581658647174,0.705794292256981,0.717372516919253,0.174297425419303,0.540587458192911,0.405430197440274
"90",0.294758131040237,0.0156780719304457,0.778250660079066,0.125022403397142,0.75504523878444,0.140508176472448
"91",0.225774329758529,0.20362114374754,0.534581717042276,0.116515512141975,0.784545478482712,0.80587125623662
"92",0.22097945676595,0.629087180080079,0.626655972530623,0.11435802002098,0.723868254246265,0.256486458948441
"93",0.250009312476148,0.807707518289052,0.75628547880596,0.081612360098544,0.564897313790396,0.823931935955025
"94",0.169233631902735,0.925801475538639,0.665608466260647,0.111043639543524,0.659353306259494,0.577270204399265
